customer_id,city,region,city_tier,age_band,gender,occupation,monthly_income_inr,diet_preference,fitness_goal,current_mood_state,primary_meal_occasion,preferred_cuisine,spice_preference,packaging_preference,preferred_order_channel,preferred_payment_mode,delivery_speed_preference,meal_plan_preference,price_sensitivity_score,health_orientation_score,convenience_need_score,personalization_interest_score,subscription_interest_score,social_media_influence_score,office_lunch_need_score,breakfast_need_score,indulgence_score,preferred_product_category_1,preferred_product_category_2,order_frequency_per_month,avg_order_value_inr,monthly_food_delivery_spend_inr,discount_response_pct,likely_to_try_moodmeal,bundle_affinity,subscription_propensity,health_segment,purchase_intent_score,purchase_intent_label,sales_funnel_stage,age_band_code,city_tier_code,purchase_intent_binary,bundle_affinity_code,subscription_propensity_code,sales_funnel_stage_code,fitness_goal_score,diet_preference_score,income_segment,avg_order_value_segment,monthly_spend_segment,wellness_index,value_seeking_index,digital_convenience_index,meal_need_intensity_index,customer_potential_score,priority_segment
MM100053,Mumbai,West,Metro,25-34,Female,Retired,59105,Veg,Comfort/Indulgence,Busy/Pressed for Time,Mid-evening Snack,North Indian,Medium,Premium,Zomato/Swiggy,UPI,20-40 min,Weekly Subscription,56,57,74,74,1,29,46,79,96,Breakfast & Snack Boxes,Comfort Food Combo Boxes,2,331,776,20,0,Low,Low,Medium,37,Not Interested,Awareness/Consideration,2,1,0,1,1,2,5,6,Mass Premium,Mid Premium,Light,55.6,39.8,42.9,53.3,31.2,Low Potential
MM100054,Indore,Central,Tier 2,45-54,Female,Government/Public Sector,35995,Non-Veg,Balanced Eating,Low Energy,Office Meal,South Indian,Medium,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,On-demand,95,75,44,51,54,62,100,55,15,Office Lunch & Subscription Packs,Functional Beverages & Mood Drinks,4,289,1311,41,0,Medium,Medium,Medium,53,Not Interested,Low Intent Lead,4,3,0,2,2,1,8,6,Mass Premium,Mass,Light,72.8,70.7,43.9,68.4,47.9,Nurture
MM100055,Bengaluru,South,Metro,55+,Male,Corporate Professional,172549,Jain,Balanced Eating,Busy/Pressed for Time,Dinner,Indian,Medium,Value/Functional,Quick Commerce,Credit/Debit Card,Planned/Subscription,On-demand,38,61,71,86,73,55,51,58,51,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,7,583,4539,24,1,Medium,Medium,Medium,86,Interested,Trial Ordered,5,1,1,2,2,4,8,7,Premium,High Premium,Moderate,69.0,31.7,60.4,59.6,69.3,High Potential
MM100056,Kolkata,East,Metro,18-24,Female,Corporate Professional,51352,Veg,Weight Loss,Low Energy,Lunch,North Indian,Medium,Value/Functional,Zomato/Swiggy,Wallet,Planned/Subscription,On-demand,57,94,63,74,38,69,33,2,52,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,5,222,1152,24,0,Low,Low,High,69,Interested,Awareness/Consideration,1,1,1,1,1,2,10,6,Mass Premium,Mass,Light,87.3,42.2,53.2,33.2,53.4,Nurture
MM100057,Mumbai,West,Metro,35-44,Male,Entrepreneur/Freelancer,185433,Non-Veg,Balanced Eating,Health-Focused,Dinner,South Indian,Spicy,Value/Functional,Own App/Website,UPI,20-40 min,Weekly Subscription,43,60,64,71,75,53,16,60,62,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,842,3666,25,1,Medium,Medium,Medium,77,Interested,Awareness/Consideration,3,1,1,2,2,2,8,6,Premium,High Premium,Moderate,66.0,34.9,55.2,39.0,62.7,High Potential
MM100058,Mumbai,West,Metro,25-34,Male,Entrepreneur/Freelancer,35961,Non-Veg,Balanced Eating,Happy/Social,Lunch,North Indian,Medium,Eco-friendly,Own App/Website,UPI,Planned/Subscription,On-demand,11,90,60,77,52,45,66,50,65,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,327,2135,21,1,Low,Medium,High,99,Interested,Repeat Customer,2,1,1,1,2,5,8,6,Mass Premium,Mid Premium,Moderate,79.5,15.5,50.2,59.9,66.5,High Potential
MM100059,Delhi NCR,North,Metro,25-34,Male,Corporate Professional,89814,Non-Veg,Weight Loss,Busy/Pressed for Time,Lunch,Indian,Mild,Eco-friendly,Quick Commerce,UPI,20-40 min,On-demand,58,39,90,70,68,44,53,67,30,Breakfast & Snack Boxes,Office Lunch & Subscription Packs,10,354,4281,13,1,Medium,Medium,Medium,63,Interested,High Intent Lead,2,1,1,2,2,3,10,6,Affluent,Mid Premium,Moderate,62.6,37.8,60.0,71.4,57.8,Nurture
MM100060,Mumbai,West,Metro,25-34,Female,Corporate Professional,112990,Non-Veg,Balanced Eating,Happy/Social,Dinner,Continental,Spicy,Premium,WhatsApp/Instagram,Wallet,Under 20 min,On-demand,44,71,79,84,62,65,67,68,0,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,7,508,2725,21,0,Medium,Medium,High,80,Interested,Trial Ordered,2,1,1,2,2,4,8,6,Upper Affluent,Premium,Moderate,71.0,33.7,62.8,69.6,64.5,High Potential
MM100061,Jaipur,North,Tier 2,25-34,Male,Entrepreneur/Freelancer,94281,Veg,Balanced Eating,Health-Focused,Dinner,North Indian,Mild,Eco-friendly,Corporate Bulk,UPI,Under 20 min,On-demand,78,88,44,100,0,79,43,26,42,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,0,482,491,34,1,Low,Low,High,67,Interested,High Intent Lead,2,3,1,1,1,3,8,6,Affluent,Premium,Light,78.6,58.2,49.0,30.3,46.0,Nurture
MM100062,Chandigarh,North,Tier 2,55+,Male,Student,21038,Mixed/Flexible,Comfort/Indulgence,Health-Focused,Office Meal,North Indian,Spicy,Premium,Zomato/Swiggy,Cash on Delivery,20-40 min,On-demand,60,75,90,58,34,100,80,46,49,Functional Beverages & Mood Drinks,Office Lunch & Subscription Packs,6,248,1278,20,1,Medium,Medium,Medium,73,Interested,Trial Ordered,5,3,1,2,2,4,5,6,Budget,Mass,Light,63.8,42.0,63.7,69.0,51.7,Nurture
MM100063,Bengaluru,South,Metro,35-44,Male,Entrepreneur/Freelancer,167369,Non-Veg,Balanced Eating,Stressed,Breakfast,North Indian,Medium,Eco-friendly,Own App/Website,UPI,Under 20 min,On-demand,54,60,56,56,68,47,29,60,13,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,7,719,5081,27,1,Medium,Medium,Medium,78,Interested,Repeat Customer,3,1,1,2,2,5,8,6,Premium,High Premium,Heavy,66.0,41.8,47.6,49.0,61.8,High Potential
MM100064,Chandigarh,North,Tier 2,35-44,Female,Corporate Professional,97379,Veg,Comfort/Indulgence,Stressed,Lunch,Indian,Medium,Premium,Zomato/Swiggy,Credit/Debit Card,Planned/Subscription,On-demand,59,56,76,64,85,79,36,27,72,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,7,508,2816,15,0,Medium,Medium,Medium,60,Interested,Awareness/Consideration,3,3,1,2,2,2,5,6,Affluent,Premium,Moderate,55.2,39.2,64.2,46.6,58.7,Nurture
MM100065,Kolkata,East,Metro,45-54,Male,Corporate Professional,126304,Non-Veg,Balanced Eating,Busy/Pressed for Time,Lunch,Indian,Medium,Eco-friendly,WhatsApp/Instagram,Wallet,Under 20 min,Weekly Subscription,92,85,99,63,40,73,79,22,33,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,6,435,2611,33,1,Medium,Medium,High,78,Interested,Trial Ordered,4,1,1,2,2,4,8,6,Upper Affluent,Premium,Moderate,77.2,65.4,62.9,64.0,57.3,Nurture
MM100066,Chennai,South,Metro,25-34,Female,Entrepreneur/Freelancer,73534,Veg,Comfort/Indulgence,Happy/Social,Lunch,South Indian,Spicy,Premium,Corporate Bulk,Credit/Debit Card,Planned/Subscription,Weekly Subscription,51,56,58,58,51,39,8,45,70,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,5,451,2571,20,0,Low,Low,Medium,68,Interested,High Intent Lead,2,1,1,1,1,3,5,6,Affluent,Premium,Moderate,55.2,37.0,44.4,33.2,50.7,Nurture
MM100067,Jaipur,North,Tier 2,25-34,Female,Healthcare/Service,32748,Non-Veg,Weight Loss,Happy/Social,Lunch,Mediterranean,Medium,Value/Functional,Own App/Website,UPI,20-40 min,Weekly Subscription,60,70,78,62,61,48,70,41,46,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,2,360,782,23,1,Medium,Medium,Medium,72,Interested,High Intent Lead,2,3,1,2,2,3,10,6,Mass Premium,Mid Premium,Light,76.5,43.4,54.6,54.0,54.9,Nurture
MM100068,Hyderabad,South,Metro,45-54,Male,Teacher/Academia,221986,Veg,Weight Loss,Happy/Social,Lunch,Indian,Mild,Premium,Corporate Bulk,Credit/Debit Card,Under 20 min,On-demand,79,80,35,36,42,83,97,73,49,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,9,792,7882,43,0,Low,Medium,Medium,65,Interested,Awareness/Consideration,4,1,1,1,2,2,10,6,Premium,High Premium,Heavy,81.0,62.8,40.6,80.3,53.1,Nurture
MM100069,Ahmedabad,West,Tier 1,25-34,Male,Student,15690,Veg,Weight Loss,Busy/Pressed for Time,Breakfast,Continental,Mild,Value/Functional,Own App/Website,Wallet,20-40 min,Weekly Subscription,69,85,88,70,55,48,48,89,10,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,6,220,1555,24,1,Medium,Medium,High,66,Interested,Awareness/Consideration,2,2,1,2,2,2,10,6,Budget,Mass,Light,83.2,48.8,58.2,66.6,56.8,Nurture
MM100070,Mumbai,West,Metro,25-34,Male,Corporate Professional,31329,Jain,Comfort/Indulgence,Happy/Social,Dinner,Indian,Mild,Value/Functional,Zomato/Swiggy,Credit/Debit Card,Under 20 min,Monthly Subscription,12,26,77,90,46,14,27,100,100,Breakfast & Snack Boxes,Comfort Food Combo Boxes,3,318,952,5,1,Low,Medium,Medium,66,Interested,Trial Ordered,2,1,1,1,2,4,5,7,Mass Premium,Mid Premium,Light,44.2,8.9,50.8,53.4,48.8,Nurture
MM100071,Bengaluru,South,Metro,25-34,Female,Homemaker,61181,Non-Veg,Balanced Eating,Happy/Social,Office Meal,Mediterranean,Spicy,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,Weekly Subscription,61,55,59,60,80,41,63,53,38,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,431,3125,37,1,Medium,Medium,Medium,73,Interested,Trial Ordered,2,1,1,2,2,4,8,6,Affluent,Premium,Moderate,63.8,50.2,49.9,59.3,60.7,High Potential
MM100072,Jaipur,North,Tier 2,25-34,Male,Creative/Media,90057,Veg,Balanced Eating,Busy/Pressed for Time,Mid-evening Snack,North Indian,Spicy,Eco-friendly,Zomato/Swiggy,Credit/Debit Card,Under 20 min,Weekly Subscription,58,82,87,54,46,35,43,10,15,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,7,452,3712,35,1,Medium,Medium,High,59,Interested,Trial Ordered,2,3,1,2,2,4,8,6,Affluent,Premium,Moderate,75.9,47.7,50.8,46.8,52.4,Nurture
MM100073,Hyderabad,South,Metro,18-24,Female,Corporate Professional,49311,Veg,Convenience First,Busy/Pressed for Time,Office Meal,South Indian,Spicy,Eco-friendly,Zomato/Swiggy,Wallet,Planned/Subscription,On-demand,55,67,100,63,16,36,84,12,58,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,7,376,2906,21,0,Medium,Medium,Medium,72,Interested,High Intent Lead,1,1,1,2,2,3,5,6,Mass Premium,Mid Premium,Moderate,60.2,39.7,52.2,65.6,49.5,Nurture
MM100074,Delhi NCR,North,Metro,18-24,Female,Student,10329,Veg,High Protein/Fitness,Busy/Pressed for Time,Office Meal,North Indian,Mild,Value/Functional,Own App/Website,UPI,Under 20 min,On-demand,61,33,96,71,60,68,87,16,80,Office Lunch & Subscription Packs,Comfort Food Combo Boxes,6,314,2069,23,1,Medium,Medium,Low,59,Interested,High Intent Lead,1,1,1,2,2,3,9,6,Budget,Mid Premium,Moderate,56.8,43.9,65.6,65.2,51.1,Nurture
MM100075,Delhi NCR,North,Metro,18-24,Male,Creative/Media,16313,Veg,High Protein/Fitness,Happy/Social,Lunch,South Indian,Medium,Eco-friendly,Quick Commerce,UPI,Planned/Subscription,On-demand,49,72,66,41,67,44,24,25,17,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,402,1925,30,0,Medium,Medium,Medium,64,Interested,Awareness/Consideration,1,1,1,2,2,2,9,6,Budget,Premium,Light,74.4,40.4,46.8,37.8,53.3,Nurture
MM100076,Delhi NCR,North,Metro,18-24,Female,Entrepreneur/Freelancer,14392,Mixed/Flexible,Balanced Eating,Health-Focused,Dinner,Indian,Spicy,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,On-demand,41,99,52,100,48,58,28,0,68,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,378,1007,5,0,Low,Medium,High,76,Interested,Awareness/Consideration,1,1,1,1,2,2,8,6,Budget,Mid Premium,Light,83.6,24.8,54.4,25.0,61.0,High Potential
MM100077,Pune,West,Tier 1,25-34,Female,Corporate Professional,104784,Non-Veg,Comfort/Indulgence,Health-Focused,Office Meal,Continental,Spicy,Value/Functional,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,47,54,55,92,47,35,54,73,67,Breakfast & Snack Boxes,Office Lunch & Subscription Packs,4,401,1823,32,1,Low,Medium,Medium,61,Interested,High Intent Lead,2,2,1,1,2,3,5,6,Upper Affluent,Premium,Light,54.3,40.2,49.0,56.1,51.7,Nurture
MM100078,Hyderabad,South,Metro,45-54,Female,Entrepreneur/Freelancer,92908,Non-Veg,High Protein/Fitness,Stressed,Mid-evening Snack,Indian,Medium,Eco-friendly,Quick Commerce,UPI,Planned/Subscription,Weekly Subscription,34,22,72,62,39,65,13,35,30,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,4,532,2547,17,1,Low,Low,Low,51,Not Interested,Low Intent Lead,4,1,0,1,1,1,9,6,Affluent,Premium,Moderate,51.9,26.4,52.8,32.8,40.0,Low Potential
MM100079,Delhi NCR,North,Metro,35-44,Male,Creative/Media,73893,Non-Veg,Balanced Eating,Low Energy,Lunch,Indian,Medium,Eco-friendly,Corporate Bulk,Credit/Debit Card,20-40 min,Weekly Subscription,72,80,67,55,89,48,18,54,27,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,7,497,3735,22,0,Medium,Medium,High,66,Interested,High Intent Lead,3,1,1,2,2,3,8,6,Affluent,Premium,Moderate,75.0,49.5,54.0,44.8,63.1,High Potential
MM100080,Bhubaneswar,East,Tier 2,35-44,Male,Corporate Professional,164923,Non-Veg,Comfort/Indulgence,Low Energy,Breakfast,North Indian,Spicy,Value/Functional,WhatsApp/Instagram,Credit/Debit Card,20-40 min,Monthly Subscription,66,5,13,56,72,50,60,70,44,Office Lunch & Subscription Packs,Breakfast & Snack Boxes,5,495,2080,29,1,Low,Medium,Low,51,Not Interested,Awareness/Consideration,3,3,0,1,2,2,5,6,Premium,Premium,Moderate,32.2,49.4,35.9,53.4,44.0,Low Potential
MM100081,Jaipur,North,Tier 2,18-24,Male,Corporate Professional,45233,Veg,High Protein/Fitness,Busy/Pressed for Time,Lunch,North Indian,Spicy,Value/Functional,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,21,47,100,73,5,54,39,57,74,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,432,2048,10,1,Low,Low,Medium,79,Interested,Repeat Customer,1,3,1,1,1,5,9,6,Mass Premium,Premium,Moderate,63.2,16.0,56.2,56.8,46.1,Nurture
MM100082,Hyderabad,South,Metro,18-24,Male,Entrepreneur/Freelancer,67421,Veg,Comfort/Indulgence,Busy/Pressed for Time,Breakfast,Mediterranean,Medium,Eco-friendly,Own App/Website,UPI,Planned/Subscription,On-demand,57,83,65,68,30,56,40,64,55,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,4,440,1844,16,0,Low,Low,High,73,Interested,High Intent Lead,1,1,1,1,1,3,5,6,Affluent,Premium,Light,67.4,38.6,48.8,49.8,51.2,Nurture
MM100083,Indore,Central,Tier 2,25-34,Female,Government/Public Sector,40374,Jain,High Protein/Fitness,Low Energy,Mid-evening Snack,Indian,Medium,Value/Functional,Quick Commerce,Credit/Debit Card,Under 20 min,On-demand,38,54,46,59,59,57,57,37,47,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,454,2409,23,0,Low,Medium,Medium,43,Not Interested,Low Intent Lead,2,3,0,1,2,1,9,7,Mass Premium,Premium,Moderate,68.8,31.2,45.8,48.9,44.6,Low Potential
MM100084,Chennai,South,Metro,25-34,Male,Entrepreneur/Freelancer,47128,Non-Veg,Comfort/Indulgence,Health-Focused,Office Meal,Pan-Asian,Mild,Value/Functional,Zomato/Swiggy,UPI,Planned/Subscription,Monthly Subscription,77,42,41,90,28,59,83,5,64,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,2,437,841,39,0,Low,Low,Medium,56,Not Interested,Low Intent Lead,2,1,0,1,1,1,5,6,Mass Premium,Premium,Light,48.9,59.9,46.3,44.6,43.3,Low Potential
MM100085,Delhi NCR,North,Metro,35-44,Female,Creative/Media,153802,Jain,High Protein/Fitness,Busy/Pressed for Time,Lunch,Pan-Asian,Spicy,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Monthly Subscription,39,56,100,100,100,72,54,64,8,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,564,3366,19,1,Medium,High,Medium,99,Interested,Repeat Customer,3,1,1,2,3,5,9,7,Premium,High Premium,Moderate,69.7,30.0,79.4,62.6,78.4,Core Target
MM100086,Chandigarh,North,Tier 2,25-34,Male,Healthcare/Service,79529,Veg,Convenience First,Health-Focused,Dinner,South Indian,Medium,Eco-friendly,Quick Commerce,UPI,20-40 min,On-demand,68,85,30,70,47,77,43,15,55,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,2,322,746,33,0,Low,Low,High,57,Not Interested,Low Intent Lead,2,3,0,1,1,1,5,6,Affluent,Mid Premium,Light,68.2,52.3,45.4,29.4,48.6,Nurture
MM100087,Pune,West,Tier 1,25-34,Non-binary,Healthcare/Service,108361,Veg,High Protein/Fitness,Stressed,Dinner,North Indian,Spicy,Eco-friendly,Corporate Bulk,Wallet,20-40 min,Weekly Subscription,54,70,65,86,31,43,21,49,33,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,568,1397,24,0,Low,Low,High,63,Interested,Awareness/Consideration,2,2,1,1,1,2,9,6,Upper Affluent,High Premium,Light,73.5,40.5,49.9,36.4,49.0,Nurture
MM100088,Delhi NCR,North,Metro,55+,Female,Corporate Professional,171610,Eggetarian,Balanced Eating,Stressed,Lunch,Fusion,Medium,Value/Functional,Corporate Bulk,Credit/Debit Card,20-40 min,On-demand,50,67,41,45,71,87,35,74,25,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,9,647,6586,19,0,Low,Medium,Medium,85,Interested,Trial Ordered,5,1,1,1,2,4,8,7,Premium,High Premium,Heavy,71.6,36.1,49.4,56.6,63.9,High Potential
MM100089,Delhi NCR,North,Metro,25-34,Male,Healthcare/Service,137242,Veg,Balanced Eating,Health-Focused,Mid-evening Snack,Fusion,Mild,Eco-friendly,Quick Commerce,UPI,20-40 min,On-demand,31,55,36,76,45,63,46,65,4,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,3,594,1591,12,1,Low,Medium,Medium,74,Interested,High Intent Lead,2,1,1,1,2,3,8,6,Upper Affluent,High Premium,Light,63.8,22.5,45.4,46.1,52.3,Nurture
MM100090,Ahmedabad,West,Tier 1,18-24,Male,Student,18650,Vegan,Balanced Eating,Health-Focused,Mid-evening Snack,Continental,Spicy,Eco-friendly,Zomato/Swiggy,Credit/Debit Card,20-40 min,Monthly Subscription,53,100,50,88,84,94,42,13,9,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,8,420,3754,24,1,Medium,Medium,High,88,Interested,Repeat Customer,1,2,1,2,2,5,8,10,Budget,Premium,Moderate,94.0,40.0,64.0,43.6,76.1,Core Target
MM100091,Delhi NCR,North,Metro,45-54,Female,Entrepreneur/Freelancer,198887,Jain,Weight Loss,Health-Focused,Dinner,North Indian,Spicy,Value/Functional,Quick Commerce,Cash on Delivery,Planned/Subscription,On-demand,53,100,65,98,35,53,29,41,38,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,6,688,4962,16,0,Low,Low,High,61,Interested,Awareness/Consideration,4,1,1,1,1,2,10,7,Premium,High Premium,Moderate,92.5,36.4,55.0,43.6,58.2,Nurture
MM100092,Bengaluru,South,Metro,45-54,Male,Corporate Professional,129118,Non-Veg,High Protein/Fitness,Health-Focused,Late-night Craving,Pan-Asian,Mild,Premium,Corporate Bulk,UPI,20-40 min,On-demand,27,100,88,79,32,44,51,32,28,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,9,610,5649,11,1,Low,Medium,High,85,Interested,Repeat Customer,4,1,1,1,2,5,9,6,Upper Affluent,High Premium,Heavy,87.0,19.8,55.8,59.6,63.7,High Potential
MM100093,Kolkata,East,Metro,25-34,Female,Homemaker,41335,Non-Veg,Balanced Eating,Busy/Pressed for Time,Mid-evening Snack,Continental,Medium,Premium,Quick Commerce,UPI,Under 20 min,On-demand,50,100,55,89,62,56,48,82,53,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,2,346,846,17,1,Low,Medium,High,78,Interested,Repeat Customer,2,1,1,1,2,5,8,6,Mass Premium,Mid Premium,Light,84.0,35.2,54.8,52.0,62.3,High Potential
MM100094,Hyderabad,South,Metro,35-44,Male,Corporate Professional,245117,Veg,Comfort/Indulgence,Stressed,Breakfast,North Indian,Medium,Eco-friendly,WhatsApp/Instagram,Cash on Delivery,20-40 min,On-demand,19,42,73,29,28,34,81,80,85,Office Lunch & Subscription Packs,Comfort Food Combo Boxes,4,786,3031,18,1,Low,Medium,Low,66,Interested,Awareness/Consideration,3,1,1,1,2,2,5,6,Premium,High Premium,Moderate,48.9,18.6,38.7,71.4,39.7,Low Potential
MM100095,Hyderabad,South,Metro,45-54,Female,Healthcare/Service,90191,Vegan,Balanced Eating,Low Energy,Lunch,Continental,Medium,Value/Functional,Zomato/Swiggy,Credit/Debit Card,Under 20 min,On-demand,38,75,88,55,28,26,20,23,42,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,544,2054,22,1,Medium,Low,Medium,95,Interested,Trial Ordered,4,1,1,2,1,4,8,10,Affluent,Premium,Moderate,82.8,30.8,46.8,37.0,56.9,Nurture
MM100096,Ahmedabad,West,Tier 1,18-24,Female,Entrepreneur/Freelancer,25515,Non-Veg,Comfort/Indulgence,Stressed,Mid-evening Snack,Fusion,Medium,Premium,Zomato/Swiggy,Credit/Debit Card,20-40 min,On-demand,47,51,95,52,72,48,42,64,74,Comfort Food Combo Boxes,Breakfast & Snack Boxes,3,269,636,20,1,Medium,Medium,Medium,86,Interested,Repeat Customer,1,2,1,2,2,5,5,6,Budget,Mass,Light,53.0,34.8,59.3,53.0,58.2,Nurture
MM100097,Lucknow,North,Tier 2,25-34,Male,Creative/Media,72122,Veg,Comfort/Indulgence,Happy/Social,Lunch,Continental,Medium,Value/Functional,Zomato/Swiggy,UPI,Under 20 min,On-demand,54,46,53,39,22,38,24,53,87,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,5,482,2296,19,0,Low,Low,Low,32,Not Interested,Awareness/Consideration,2,3,0,1,1,2,5,6,Affluent,Premium,Moderate,50.7,38.2,34.6,40.8,30.0,Low Potential
MM100098,Lucknow,North,Tier 2,55+,Female,Homemaker,40051,Non-Veg,Balanced Eating,Stressed,Lunch,Indian,Spicy,Premium,Own App/Website,Credit/Debit Card,20-40 min,On-demand,30,73,67,68,91,32,39,49,52,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,3,300,917,32,0,Medium,High,High,67,Interested,Awareness/Consideration,5,3,1,2,3,2,8,6,Mass Premium,Mass,Light,71.8,30.9,53.8,43.9,61.1,High Potential
MM100099,Hyderabad,South,Metro,45-54,Male,Corporate Professional,136021,Jain,Balanced Eating,Busy/Pressed for Time,Lunch,North Indian,Spicy,Eco-friendly,WhatsApp/Instagram,Cash on Delivery,Planned/Subscription,On-demand,64,79,63,63,50,56,62,40,10,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,5,562,3063,30,0,Medium,Medium,High,53,Not Interested,Low Intent Lead,4,1,0,2,2,1,8,7,Upper Affluent,High Premium,Moderate,77.1,48.7,50.2,54.2,51.1,Nurture
MM100100,Bengaluru,South,Metro,25-34,Female,Corporate Professional,53950,Non-Veg,Balanced Eating,Busy/Pressed for Time,Late-night Craving,South Indian,Medium,Value/Functional,Quick Commerce,UPI,20-40 min,Monthly Subscription,74,87,53,63,45,31,88,58,6,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,3,414,1109,31,0,Low,Medium,High,60,Interested,High Intent Lead,2,1,1,1,2,3,8,6,Mass Premium,Premium,Light,78.2,54.6,41.4,63.6,48.9,Nurture
MM100101,Pune,West,Tier 1,18-24,Male,Government/Public Sector,42650,Non-Veg,Weight Loss,Busy/Pressed for Time,Dinner,South Indian,Spicy,Premium,Quick Commerce,Credit/Debit Card,20-40 min,On-demand,61,58,60,79,22,50,78,47,26,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,7,434,3127,32,0,Low,Low,Medium,56,Not Interested,Low Intent Lead,1,2,0,1,1,1,10,6,Mass Premium,Premium,Moderate,71.1,48.0,47.1,66.0,45.9,Nurture
MM100102,Delhi NCR,North,Metro,25-34,Male,Corporate Professional,110485,Non-Veg,High Protein/Fitness,Happy/Social,Lunch,Pan-Asian,Spicy,Value/Functional,Corporate Bulk,Credit/Debit Card,Under 20 min,Monthly Subscription,66,75,50,52,17,37,70,7,29,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,3,548,1968,24,0,Low,Low,Medium,73,Interested,Trial Ordered,2,1,1,1,1,4,9,6,Upper Affluent,Premium,Light,75.8,47.1,35.3,43.2,45.1,Nurture
